,person,state,district,vote,name,party,session
23529,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,236
23530,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,236
23531,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,236
23532,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,236
23533,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,236
23534,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,236
23535,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,236
23536,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,236
23537,400546,SD,,Yea,Sen. John Thune [R],Republican,236
23538,412194,CT,,Nay,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,236
23539,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,236
23540,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,236
23541,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,236
23542,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,236
23543,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,236
23544,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,236
23545,412244,MT,,Nay,"Sen. Jon Tester [D, 2007-2024]",Democrat,236
23546,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,236
23547,412247,RI,,Nay,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,236
23548,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,236
23549,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,236
23550,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,236
23551,412281,NM,,Not Voting,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,236
23552,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,236
23553,412321,VA,,Nay,Sen. Mark Warner [D],Democrat,236
23554,412322,ID,,Yea,Sen. James Risch [R],Republican,236
23555,412323,NH,,Nay,Sen. Jeanne Shaheen [D],Democrat,236
23556,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,236
23557,412330,CO,,Nay,Sen. Michael Bennet [D],Democrat,236
23558,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,236
23559,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,236
23560,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,236
23561,412428,IN,,Yea,Sen. Todd Young [R],Republican,236
23562,412464,OK,,Yea,Sen. James Lankford [R],Republican,236
23563,412471,SC,,Yea,Sen. Tim Scott [R],Republican,236
23564,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,236
23565,412491,FL,,Not Voting,Sen. Marco Rubio [R],Republican,236
23566,412492,KY,,Yea,Sen. Rand Paul [R],Republican,236
23567,412494,ND,,Yea,Sen. John Hoeven [R],Republican,236
23568,412495,UT,,Yea,Sen. Mike Lee [R],Republican,236
23569,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,236
23570,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,236
23571,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,236
23572,412533,IL,,Nay,Sen. Tammy Duckworth [D],Democrat,236
23573,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,236
23574,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,236
23575,412549,MT,,Yea,Sen. Steve Daines [R],Republican,236
23576,412554,ND,,Not Voting,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,236
23577,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,236
23578,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,236
23579,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,236
23580,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,236
23581,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,236
23582,412666,GA,,Yea,Sen. David Perdue [R],Republican,236
23583,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,236
23584,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,236
23585,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,236
23586,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,236
23587,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,236
23588,412679,LA,,Yea,Sen. John Kennedy [R],Republican,236
23589,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,236
23590,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,236
23591,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,236
23592,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,236
23593,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,236
23594,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,237
23595,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,237
23596,300019,DE,,Nay,"Sen. Thomas Carper [D, 2001-2024]",Democrat,237
23597,300025,ME,,Yea,Sen. Susan Collins [R],Republican,237
23598,300027,TX,,Yea,Sen. John Cornyn [R],Republican,237
23599,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,237
23600,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,237
23601,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,237
23602,300043,CA,,Not Voting,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,237
23603,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,237
23604,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,237
23605,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,237
23606,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,237
23607,300062,AZ,,Yea,"Sen. Jon Kyl [R, 2018-2018]",Republican,237
23608,300065,VT,,Nay,Sen. Patrick Leahy [D],Democrat,237
23609,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,237
23610,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,237
23611,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,237
23612,300078,FL,,Not Voting,"Sen. Bill Nelson [D, 2001-2018]",Democrat,237
23613,300081,RI,,Nay,Sen. John “Jack” Reed [D],Democrat,237
23614,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,237
23615,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,237
23616,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,237
23617,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,237
23618,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,237
23619,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,237
23620,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,237
23621,400040,AR,,Yea,Sen. John Boozman [R],Republican,237
23622,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,237
23623,400054,NC,,Yea,Sen. Richard Burr [R],Republican,237
23624,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,237
23625,400064,MD,,Nay,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,237
23626,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,237
23627,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,237
23628,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,237
23629,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,237
23630,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,237
23631,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,237
23632,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,237
23633,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,237
23634,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,237
23635,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,237
23636,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,237
23637,400546,SD,,Yea,Sen. John Thune [R],Republican,237
23638,412194,CT,,Nay,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,237
23639,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,237
23640,412205,IN,,Nay,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,237
23641,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,237
23642,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,237
23643,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,237
23644,412243,MO,,Nay,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,237
23645,412244,MT,,Nay,"Sen. Jon Tester [D, 2007-2024]",Democrat,237
23646,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,237
23647,412247,RI,,Nay,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,237
23648,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,237
23649,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,237
23650,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,237
23651,412281,NM,,Not Voting,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,237
23652,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,237
23653,412321,VA,,Nay,Sen. Mark Warner [D],Democrat,237
23654,412322,ID,,Yea,Sen. James Risch [R],Republican,237
23655,412323,NH,,Nay,Sen. Jeanne Shaheen [D],Democrat,237
23656,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,237
23657,412330,CO,,Nay,Sen. Michael Bennet [D],Democrat,237
23658,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,237
23659,412391,WV,,Nay,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,237
23660,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,237
23661,412428,IN,,Yea,Sen. Todd Young [R],Republican,237
23662,412464,OK,,Yea,Sen. James Lankford [R],Republican,237
23663,412471,SC,,Yea,Sen. Tim Scott [R],Republican,237
23664,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,237
23665,412491,FL,,Not Voting,Sen. Marco Rubio [R],Republican,237
23666,412492,KY,,Yea,Sen. Rand Paul [R],Republican,237
23667,412494,ND,,Yea,Sen. John Hoeven [R],Republican,237
23668,412495,UT,,Yea,Sen. Mike Lee [R],Republican,237
23669,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,237
23670,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,237
23671,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,237
23672,412533,IL,,Nay,Sen. Tammy Duckworth [D],Democrat,237
23673,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,237
23674,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,237
23675,412549,MT,,Yea,Sen. Steve Daines [R],Republican,237
23676,412554,ND,,Not Voting,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,237
23677,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,237
23678,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,237
23679,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,237
23680,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,237
23681,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,237
23682,412666,GA,,Yea,Sen. David Perdue [R],Republican,237
23683,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,237
23684,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,237
23685,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,237
23686,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,237
23687,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,237
23688,412679,LA,,Yea,Sen. John Kennedy [R],Republican,237
23689,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,237
23690,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,237
23691,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,237
23692,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,237
23693,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,237
23694,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,238
23695,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,238
23696,300019,DE,,Nay,"Sen. Thomas Carper [D, 2001-2024]",Democrat,238
23697,300025,ME,,Yea,Sen. Susan Collins [R],Republican,238
23698,300027,TX,,Yea,Sen. John Cornyn [R],Republican,238
23699,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,238
23700,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,238
23701,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,238
23702,300043,CA,,Not Voting,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,238
23703,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,238
23704,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,238
23705,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,238
23706,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,238
23707,300062,AZ,,Yea,"Sen. Jon Kyl [R, 2018-2018]",Republican,238
23708,300065,VT,,Nay,Sen. Patrick Leahy [D],Democrat,238
23709,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,238
23710,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,238
23711,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,238
23712,300078,FL,,Not Voting,"Sen. Bill Nelson [D, 2001-2018]",Democrat,238
23713,300081,RI,,Nay,Sen. John “Jack” Reed [D],Democrat,238
23714,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,238
23715,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,238
23716,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,238
23717,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,238
23718,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,238
23719,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,238
23720,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,238
23721,400040,AR,,Yea,Sen. John Boozman [R],Republican,238
23722,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,238
23723,400054,NC,,Yea,Sen. Richard Burr [R],Republican,238
23724,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,238
23725,400064,MD,,Nay,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,238
23726,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,238
23727,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,238
23728,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,238
23729,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,238
23730,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,238
23731,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,238
23732,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,238
23733,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,238
23734,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,238
23735,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,238
23736,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,238
23737,400546,SD,,Yea,Sen. John Thune [R],Republican,238
23738,412194,CT,,Nay,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,238
23739,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,238
23740,412205,IN,,Nay,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,238
23741,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,238
23742,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,238
23743,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,238
23744,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,238
23745,412244,MT,,Nay,"Sen. Jon Tester [D, 2007-2024]",Democrat,238
23746,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,238
23747,412247,RI,,Nay,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,238
23748,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,238
23749,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,238
23750,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,238
23751,412281,NM,,Not Voting,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,238
23752,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,238
23753,412321,VA,,Nay,Sen. Mark Warner [D],Democrat,238
23754,412322,ID,,Yea,Sen. James Risch [R],Republican,238
23755,412323,NH,,Nay,Sen. Jeanne Shaheen [D],Democrat,238
23756,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,238
23757,412330,CO,,Nay,Sen. Michael Bennet [D],Democrat,238
23758,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,238
23759,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,238
23760,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,238
23761,412428,IN,,Yea,Sen. Todd Young [R],Republican,238
23762,412464,OK,,Yea,Sen. James Lankford [R],Republican,238
23763,412471,SC,,Yea,Sen. Tim Scott [R],Republican,238
23764,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,238
23765,412491,FL,,Not Voting,Sen. Marco Rubio [R],Republican,238
23766,412492,KY,,Yea,Sen. Rand Paul [R],Republican,238
23767,412494,ND,,Yea,Sen. John Hoeven [R],Republican,238
23768,412495,UT,,Yea,Sen. Mike Lee [R],Republican,238
23769,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,238
23770,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,238
23771,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,238
23772,412533,IL,,Nay,Sen. Tammy Duckworth [D],Democrat,238
23773,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,238
23774,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,238
23775,412549,MT,,Yea,Sen. Steve Daines [R],Republican,238
23776,412554,ND,,Not Voting,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,238
23777,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,238
23778,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,238
23779,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,238
23780,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,238
23781,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,238
23782,412666,GA,,Yea,Sen. David Perdue [R],Republican,238
23783,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,238
23784,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,238
23785,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,238
23786,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,238
23787,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,238
23788,412679,LA,,Yea,Sen. John Kennedy [R],Republican,238
23789,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,238
23790,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,238
23791,412741,AL,,Nay,Sen. Doug Jones [D],Democrat,238
23792,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,238
23793,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,238
23794,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,239
23795,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,239
23796,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,239
23797,300025,ME,,Yea,Sen. Susan Collins [R],Republican,239
23798,300027,TX,,Yea,Sen. John Cornyn [R],Republican,239
23799,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,239
23800,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,239
23801,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,239
23802,300043,CA,,Not Voting,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,239
23803,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,239
23804,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,239
23805,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,239
23806,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,239
23807,300062,AZ,,Yea,"Sen. Jon Kyl [R, 2018-2018]",Republican,239
23808,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,239
23809,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,239
23810,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,239
23811,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,239
23812,300078,FL,,Not Voting,"Sen. Bill Nelson [D, 2001-2018]",Democrat,239
23813,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,239
23814,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,239
23815,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,239
23816,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,239
23817,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,239
23818,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,239
23819,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,239
23820,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,239
23821,400040,AR,,Yea,Sen. John Boozman [R],Republican,239
23822,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,239
23823,400054,NC,,Yea,Sen. Richard Burr [R],Republican,239
23824,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,239
23825,400064,MD,,Nay,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,239
23826,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,239
23827,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,239
23828,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,239
23829,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,239
23830,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,239
23831,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,239
23832,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,239
23833,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,239
23834,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,239
23835,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,239
23836,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,239
23837,400546,SD,,Yea,Sen. John Thune [R],Republican,239
23838,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,239
23839,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,239
23840,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,239
23841,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,239
23842,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,239
23843,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,239
23844,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,239
23845,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,239
23846,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,239
23847,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,239
23848,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,239
23849,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,239
23850,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,239
23851,412281,NM,,Not Voting,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,239
23852,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,239
23853,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,239
23854,412322,ID,,Yea,Sen. James Risch [R],Republican,239
23855,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,239
23856,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,239
23857,412330,CO,,Nay,Sen. Michael Bennet [D],Democrat,239
23858,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,239
23859,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,239
23860,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,239
23861,412428,IN,,Yea,Sen. Todd Young [R],Republican,239
23862,412464,OK,,Yea,Sen. James Lankford [R],Republican,239
23863,412471,SC,,Yea,Sen. Tim Scott [R],Republican,239
23864,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,239
23865,412491,FL,,Not Voting,Sen. Marco Rubio [R],Republican,239
23866,412492,KY,,Yea,Sen. Rand Paul [R],Republican,239
23867,412494,ND,,Yea,Sen. John Hoeven [R],Republican,239
23868,412495,UT,,Yea,Sen. Mike Lee [R],Republican,239
23869,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,239
23870,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,239
23871,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,239
23872,412533,IL,,Nay,Sen. Tammy Duckworth [D],Democrat,239
23873,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,239
23874,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,239
23875,412549,MT,,Yea,Sen. Steve Daines [R],Republican,239
23876,412554,ND,,Not Voting,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,239
23877,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,239
23878,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,239
23879,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,239
23880,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,239
23881,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,239
23882,412666,GA,,Yea,Sen. David Perdue [R],Republican,239
23883,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,239
23884,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,239
23885,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,239
23886,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,239
23887,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,239
23888,412679,LA,,Yea,Sen. John Kennedy [R],Republican,239
