,person,state,district,vote,name,party,session
4379,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,44
4380,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,44
4381,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,44
4382,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,44
4383,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,44
4384,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,44
4385,412549,MT,,Yea,Sen. Steve Daines [R],Republican,44
4386,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,44
4387,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,44
4388,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,44
4389,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,44
4390,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,44
4391,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,44
4392,412666,GA,,Yea,Sen. David Perdue [R],Republican,44
4393,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,44
4394,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,44
4395,412669,SD,,Not Voting,Sen. Mike Rounds [R],Republican,44
4396,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,44
4397,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,44
4398,412679,LA,,Yea,Sen. John Kennedy [R],Republican,44
4399,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,44
4400,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,44
4401,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,44
4402,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,44
4403,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,45
4404,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,45
4405,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,45
4406,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,45
4407,300025,ME,,Yea,Sen. Susan Collins [R],Republican,45
4408,300027,TX,,Yea,Sen. John Cornyn [R],Republican,45
4409,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,45
4410,300038,IL,,Yea,Sen. Richard Durbin [D],Democrat,45
4411,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,45
4412,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,45
4413,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,45
4414,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,45
4415,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,45
4416,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,45
4417,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,45
4418,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,45
4419,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,45
4420,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,45
4421,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,45
4422,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,45
4423,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,45
4424,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,45
4425,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,45
4426,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,45
4427,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,45
4428,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,45
4429,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,45
4430,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,45
4431,400040,AR,,Yea,Sen. John Boozman [R],Republican,45
4432,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,45
4433,400054,NC,,Yea,Sen. Richard Burr [R],Republican,45
4434,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,45
4435,400064,MD,,Not Voting,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,45
4436,400134,AZ,,Not Voting,"Sen. Jeff Flake [R, 2013-2018]",Republican,45
4437,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,45
4438,400253,MA,,Yea,Sen. Edward “Ed” Markey [D],Democrat,45
4439,400272,NJ,,Yea,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,45
4440,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,45
4441,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,45
4442,400357,VT,,Yea,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,45
4443,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,45
4444,400413,NM,,Yea,Sen. Tom Udall [D],Democrat,45
4445,400415,MD,,Yea,Sen. Chris Van Hollen Jr. [D],Democrat,45
4446,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,45
4447,400546,SD,,Yea,Sen. John Thune [R],Republican,45
4448,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,45
4449,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,45
4450,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,45
4451,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,45
4452,412223,NY,,Yea,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,45
4453,412242,MN,,Yea,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,45
4454,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,45
4455,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,45
4456,412246,PA,,Yea,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,45
4457,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,45
4458,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,45
4459,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,45
4460,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,45
4461,412281,NM,,Yea,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,45
4462,412305,MI,,Yea,Sen. Gary Peters [D],Democrat,45
4463,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,45
4464,412322,ID,,Yea,Sen. James Risch [R],Republican,45
4465,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,45
4466,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,45
4467,412330,CO,,Yea,Sen. Michael Bennet [D],Democrat,45
4468,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,45
4469,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,45
4470,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,45
4471,412428,IN,,Yea,Sen. Todd Young [R],Republican,45
4472,412464,OK,,Yea,Sen. James Lankford [R],Republican,45
4473,412471,SC,,Yea,Sen. Tim Scott [R],Republican,45
4474,412490,CT,,Yea,Sen. Richard Blumenthal [D],Democrat,45
4475,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,45
4476,412492,KY,,Yea,Sen. Rand Paul [R],Republican,45
4477,412494,ND,,Yea,Sen. John Hoeven [R],Republican,45
4478,412495,UT,,Yea,Sen. Mike Lee [R],Republican,45
4479,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,45
4480,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,45
4481,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,45
4482,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,45
4483,412542,MA,,Yea,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,45
4484,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,45
4485,412549,MT,,Yea,Sen. Steve Daines [R],Republican,45
4486,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,45
4487,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,45
4488,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,45
4489,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,45
4490,412598,NJ,,Yea,Sen. Cory Booker [D],Democrat,45
4491,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,45
4492,412666,GA,,Yea,Sen. David Perdue [R],Republican,45
4493,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,45
4494,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,45
4495,412669,SD,,Not Voting,Sen. Mike Rounds [R],Republican,45
4496,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,45
4497,412678,CA,,Yea,Sen. Kamala Harris [D],Democrat,45
4498,412679,LA,,Yea,Sen. John Kennedy [R],Republican,45
4499,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,45
4500,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,45
4501,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,45
4502,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,45
4503,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,46
4504,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,46
4505,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,46
4506,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,46
4507,300025,ME,,Yea,Sen. Susan Collins [R],Republican,46
4508,300027,TX,,Yea,Sen. John Cornyn [R],Republican,46
4509,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,46
4510,300038,IL,,Yea,Sen. Richard Durbin [D],Democrat,46
4511,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,46
4512,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,46
4513,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,46
4514,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,46
4515,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,46
4516,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,46
4517,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,46
4518,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,46
4519,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,46
4520,300075,AK,,Not Voting,Sen. Lisa Murkowski [R],Republican,46
4521,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,46
4522,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,46
4523,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,46
4524,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,46
4525,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,46
4526,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,46
4527,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,46
4528,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,46
4529,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,46
4530,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,46
4531,400040,AR,,Yea,Sen. John Boozman [R],Republican,46
4532,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,46
4533,400054,NC,,Yea,Sen. Richard Burr [R],Republican,46
4534,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,46
4535,400064,MD,,Yea,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,46
4536,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,46
4537,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,46
4538,400253,MA,,Yea,Sen. Edward “Ed” Markey [D],Democrat,46
4539,400272,NJ,,Yea,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,46
4540,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,46
4541,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,46
4542,400357,VT,,Yea,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,46
4543,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,46
4544,400413,NM,,Yea,Sen. Tom Udall [D],Democrat,46
4545,400415,MD,,Yea,Sen. Chris Van Hollen Jr. [D],Democrat,46
4546,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,46
4547,400546,SD,,Yea,Sen. John Thune [R],Republican,46
4548,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,46
4549,412200,HI,,Yea,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,46
4550,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,46
4551,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,46
4552,412223,NY,,Yea,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,46
4553,412242,MN,,Yea,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,46
4554,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,46
4555,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,46
4556,412246,PA,,Yea,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,46
4557,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,46
4558,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,46
4559,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,46
4560,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,46
4561,412281,NM,,Yea,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,46
4562,412305,MI,,Yea,Sen. Gary Peters [D],Democrat,46
4563,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,46
4564,412322,ID,,Yea,Sen. James Risch [R],Republican,46
4565,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,46
4566,412325,OR,,Yea,Sen. Jeff Merkley [D],Democrat,46
4567,412330,CO,,Yea,Sen. Michael Bennet [D],Democrat,46
4568,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,46
4569,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,46
4570,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,46
4571,412428,IN,,Yea,Sen. Todd Young [R],Republican,46
4572,412464,OK,,Yea,Sen. James Lankford [R],Republican,46
4573,412471,SC,,Yea,Sen. Tim Scott [R],Republican,46
4574,412490,CT,,Yea,Sen. Richard Blumenthal [D],Democrat,46
4575,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,46
4576,412492,KY,,Yea,Sen. Rand Paul [R],Republican,46
4577,412494,ND,,Yea,Sen. John Hoeven [R],Republican,46
4578,412495,UT,,Yea,Sen. Mike Lee [R],Republican,46
4579,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,46
4580,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,46
4581,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,46
4582,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,46
4583,412542,MA,,Yea,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,46
4584,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,46
4585,412549,MT,,Yea,Sen. Steve Daines [R],Republican,46
4586,412554,ND,,Not Voting,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,46
4587,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,46
4588,412573,TX,,Not Voting,"Sen. Ted Cruz [R, 2013-2024]",Republican,46
4589,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,46
4590,412598,NJ,,Yea,Sen. Cory Booker [D],Democrat,46
4591,412665,AK,,Not Voting,Sen. Dan Sullivan [R],Republican,46
4592,412666,GA,,Yea,Sen. David Perdue [R],Republican,46
4593,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,46
4594,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,46
4595,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,46
4596,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,46
4597,412678,CA,,Yea,Sen. Kamala Harris [D],Democrat,46
4598,412679,LA,,Yea,Sen. John Kennedy [R],Republican,46
4599,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,46
4600,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,46
4601,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,46
4602,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,46
4603,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,47
4604,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,47
4605,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,47
4606,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,47
4607,300025,ME,,Yea,Sen. Susan Collins [R],Republican,47
4608,300027,TX,,Yea,Sen. John Cornyn [R],Republican,47
4609,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,47
4610,300038,IL,,Yea,Sen. Richard Durbin [D],Democrat,47
4611,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,47
4612,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,47
4613,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,47
4614,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,47
4615,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,47
4616,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,47
4617,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,47
4618,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,47
4619,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,47
4620,300075,AK,,Not Voting,Sen. Lisa Murkowski [R],Republican,47
4621,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,47
4622,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,47
4623,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,47
4624,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,47
4625,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,47
4626,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,47
4627,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,47
4628,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,47
4629,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,47
4630,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,47
4631,400040,AR,,Yea,Sen. John Boozman [R],Republican,47
4632,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,47
4633,400054,NC,,Yea,Sen. Richard Burr [R],Republican,47
4634,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,47
4635,400064,MD,,Yea,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,47
4636,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,47
4637,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,47
4638,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,47
4639,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,47
4640,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,47
4641,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,47
4642,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,47
4643,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,47
4644,400413,NM,,Yea,Sen. Tom Udall [D],Democrat,47
4645,400415,MD,,Yea,Sen. Chris Van Hollen Jr. [D],Democrat,47
4646,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,47
4647,400546,SD,,Yea,Sen. John Thune [R],Republican,47
4648,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,47
4649,412200,HI,,Yea,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,47
4650,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,47
4651,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,47
4652,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,47
4653,412242,MN,,Yea,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,47
4654,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,47
4655,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,47
4656,412246,PA,,Yea,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,47
4657,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,47
4658,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,47
4659,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,47
4660,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,47
4661,412281,NM,,Yea,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,47
4662,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,47
4663,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,47
4664,412322,ID,,Yea,Sen. James Risch [R],Republican,47
4665,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,47
4666,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,47
4667,412330,CO,,Yea,Sen. Michael Bennet [D],Democrat,47
4668,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,47
4669,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,47
4670,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,47
4671,412428,IN,,Yea,Sen. Todd Young [R],Republican,47
4672,412464,OK,,Yea,Sen. James Lankford [R],Republican,47
4673,412471,SC,,Yea,Sen. Tim Scott [R],Republican,47
4674,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,47
4675,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,47
4676,412492,KY,,Yea,Sen. Rand Paul [R],Republican,47
4677,412494,ND,,Yea,Sen. John Hoeven [R],Republican,47
4678,412495,UT,,Yea,Sen. Mike Lee [R],Republican,47
4679,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,47
4680,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,47
4681,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,47
4682,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,47
4683,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,47
4684,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,47
4685,412549,MT,,Yea,Sen. Steve Daines [R],Republican,47
4686,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,47
4687,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,47
4688,412573,TX,,Not Voting,"Sen. Ted Cruz [R, 2013-2024]",Republican,47
4689,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,47
4690,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,47
4691,412665,AK,,Not Voting,Sen. Dan Sullivan [R],Republican,47
4692,412666,GA,,Yea,Sen. David Perdue [R],Republican,47
4693,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,47
4694,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,47
4695,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,47
4696,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,47
4697,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,47
4698,412679,LA,,Yea,Sen. John Kennedy [R],Republican,47
4699,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,47
4700,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,47
4701,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,47
4702,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,47
4703,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,48
4704,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,48
4705,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,48
4706,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,48
4707,300025,ME,,Yea,Sen. Susan Collins [R],Republican,48
4708,300027,TX,,Yea,Sen. John Cornyn [R],Republican,48
4709,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,48
4710,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,48
4711,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,48
4712,300043,CA,,Nay,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,48
4713,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,48
4714,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,48
4715,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,48
4716,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,48
4717,300065,VT,,Nay,Sen. Patrick Leahy [D],Democrat,48
4718,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,48
4719,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,48
4720,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,48
4721,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,48
4722,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,48
4723,300081,RI,,Nay,Sen. John “Jack” Reed [D],Democrat,48
4724,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,48
4725,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,48
4726,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,48
4727,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,48
4728,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,48
4729,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,48
4730,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,48
4731,400040,AR,,Yea,Sen. John Boozman [R],Republican,48
4732,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,48
4733,400054,NC,,Yea,Sen. Richard Burr [R],Republican,48
4734,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,48
4735,400064,MD,,Nay,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,48
4736,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,48
4737,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,48
4738,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,48
4739,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,48
